backup	backup	raw	*	
ST258	roarydefault	raw	acnB	1.10028e-05
ST307	panaroodefault	snippy	astD_3	1.3303e-06
ST258	panaroo	snippy	acsAB~~~bcsA_2	7.54187e-06
ST307	roarydefault	snippy	acrZ	0
ST258	panaroodefault	snippy	acsAB~~~bcsA_2	7.54187e-06
ST307	roarydefault	raw	acs	4.13155e-05
ST307	panacota	snippy	KLPN_ST307-10236	6.04126e-06
ST258	panaroodefault	raw	acsAB~~~bcsA_2	1.20836e-05
ST307	panaroo	snippy	atsA_1~~~atsA_2	7.06436e-06
ST258	panacota	raw	KLPN_ST258-10080	6.64364e-06
ST258	roarydefault	snippy	acnA	7.13757e-06
ST307	panacota	raw	KLPN_ST307-10237	0
ST307	panaroodefault	raw	atsA_1~~~atsA_2	7.32441e-06
ST307	panaroodefault	snippy	atsA_1~~~atsA_2	7.06436e-06
ST307	panaroo	raw	atzE	1.4825e-06
ST307	roarydefault	snippy	acsAB	9.0662e-06
ST307	roarydefault	raw	actP	2.50826e-06
ST258	panaroo	raw	acuI_2~~~acuI_1	4.51416e-05
ST307	panaroo	snippy	atzE	0
ST258	roarydefault	raw	acoA	0.000117626
ST258	panacota	snippy	KLPN_ST258-10080	6.62033e-06
ST307	panacota	snippy	KLPN_ST307-10237	0
ST258	panaroo	snippy	acuI_2~~~acuI_1	4.00737e-05
ST307	panacota	raw	KLPN_ST307-10239	2.97161e-06
ST258	panaroodefault	snippy	acuI_2~~~acuI_1	4.00737e-05
ST307	panaroodefault	raw	atzE	1.4825e-06
ST307	panaroo	raw	axe16A	1.98592e-05
ST307	roarydefault	snippy	acs	1.04809e-06
ST307	panaroodefault	snippy	atzE	0
ST258	panaroodefault	raw	acuI_2~~~acuI_1	4.51416e-05
ST258	roarydefault	snippy	acnB	9.76186e-06
ST307	roarydefault	raw	acuI	6.48052e-06
ST258	panacota	raw	KLPN_ST258-10081	8.05307e-06
ST307	panaroo	snippy	axe16A	1.92857e-05
ST307	panacota	snippy	KLPN_ST307-10239	2.95623e-06
ST307	panaroo	raw	azoB	5.88967e-05
ST307	panacota	raw	KLPN_ST307-10240	4.86008e-06
ST307	panaroodefault	raw	axe16A	1.98592e-05
ST258	panaroo	raw	ada_1~~~ada_2	2.54751e-05
ST307	roarydefault	raw	ada_1	6.32804e-06
ST307	panaroodefault	snippy	axe16A	1.92857e-05
ST307	roarydefault	snippy	actP	2.4914e-06
ST258	roarydefault	raw	acoB	3.58685e-05
ST258	panacota	snippy	KLPN_ST258-10081	5.33233e-06
ST307	panaroo	snippy	azoB	2.18321e-06
ST258	panaroodefault	snippy	ada_1~~~ada_2	2.38446e-05
ST307	panaroo	raw	bamE	6.05378e-06
ST258	panaroo	snippy	ada_1~~~ada_2	2.38446e-05
ST307	panacota	snippy	KLPN_ST307-10240	0
ST258	roarydefault	snippy	acoA	9.97337e-06
ST258	panaroodefault	raw	ada_1~~~ada_2	2.54751e-05
ST258	panacota	raw	KLPN_ST258-10082	8.80835e-06
ST307	roarydefault	raw	ada_2	1.94806e-06
ST307	panaroodefault	raw	azoB	5.88967e-05
ST307	panaroodefault	snippy	azoB	2.18321e-06
ST307	roarydefault	snippy	acuI	4.16817e-06
ST307	panacota	raw	KLPN_ST307-10241	1.17602e-05
ST258	panaroo	raw	ade	2.04016e-06
ST307	panaroo	snippy	bamE	6.04126e-06
ST307	panaroo	raw	basS	1.41472e-05
ST307	panacota	snippy	KLPN_ST307-10241	1.14273e-05
ST258	roarydefault	raw	acoR	4.33038e-06
ST307	roarydefault	raw	add	1.27134e-05
ST307	panaroodefault	raw	bamE	6.05378e-06
ST258	panaroodefault	snippy	ade	1.01845e-06
ST258	panacota	snippy	KLPN_ST258-10082	8.78025e-06
ST307	panaroodefault	snippy	bamE	6.04126e-06
ST307	panacota	raw	KLPN_ST307-10242	0
ST258	panaroo	snippy	ade	1.01845e-06
ST307	roarydefault	snippy	ada_1	3.84938e-06
ST307	panaroo	snippy	basS	1.44895e-05
ST258	panaroodefault	raw	ade	2.04016e-06
ST258	roarydefault	snippy	acoB	2.63697e-05
ST258	panacota	raw	KLPN_ST258-10083	2.26284e-05
ST307	panaroo	raw	bcsA_1~~~acsAB	1.45835e-05
ST307	panacota	snippy	KLPN_ST307-10242	0
ST258	panaroo	raw	adeP_2~~~adeP_3	1.1939e-06
ST307	roarydefault	raw	ade2	1.02904e-05
ST307	panaroodefault	raw	basS	1.41472e-05
ST307	panaroodefault	snippy	basS	1.44895e-05
ST307	panacota	raw	KLPN_ST307-10243	3.08444e-05
ST307	panaroo	snippy	bcsA_1~~~acsAB	9.0662e-06
ST307	roarydefault	snippy	ada_2	1.91384e-06
ST307	panaroo	raw	bcsE_1~~~bcsE	9.33436e-06
ST258	roarydefault	raw	acpH	2.74474e-06
ST307	panacota	snippy	KLPN_ST307-10243	2.907e-05
ST258	panaroodefault	snippy	adeP_2~~~adeP_3	1.19295e-06
ST307	roarydefault	raw	ade	1.05629e-05
ST258	panacota	snippy	KLPN_ST258-10083	4.99358e-06
ST258	panaroo	snippy	adeP_2~~~adeP_3	1.19295e-06
ST307	panaroodefault	raw	bcsA_1~~~acsAB	1.45835e-05
ST258	roarydefault	snippy	acoR	8.92707e-07
ST258	panaroodefault	raw	adeP_2~~~adeP_3	1.1939e-06
ST258	panaroo	raw	adh1	1.95026e-05
ST258	panacota	raw	KLPN_ST258-10084	3.58112e-06
ST307	panaroodefault	snippy	bcsA_1~~~acsAB	9.0662e-06
ST307	panaroo	snippy	bcsE_1~~~bcsE	1.31019e-06
ST307	panaroo	raw	bcsG_2~~~bcsG_1~~~bcsG	9.85e-06
ST307	roarydefault	snippy	add	1.91225e-06
ST307	panacota	raw	KLPN_ST307-10244	2.12355e-06
ST307	roarydefault	raw	adeP	1.894e-05
ST258	roarydefault	raw	acpP	6.74027e-06
ST307	panaroodefault	raw	bcsE_1~~~bcsE	9.33436e-06
ST307	panaroodefault	snippy	bcsE_1~~~bcsE	1.31019e-06
ST307	roarydefault	snippy	ade2	5.6373e-06
ST307	panaroo	snippy	bcsG_2~~~bcsG_1~~~bcsG	8.47322e-06
ST307	panacota	snippy	KLPN_ST307-10244	2.10819e-06
ST307	panaroo	raw	bcsZ	5.57322e-06
ST258	panacota	snippy	KLPN_ST258-10084	2.66548e-06
ST258	panaroodefault	snippy	adh1	4.16748e-06
ST307	roarydefault	raw	adeQ	2.61463e-05
ST307	panacota	raw	KLPN_ST307-10245	1.72531e-05
ST258	roarydefault	snippy	acpH	0
ST258	panacota	raw	KLPN_ST258-10085	1.17828e-06
ST258	panaroo	snippy	adh1	4.16748e-06
ST258	panaroo	raw	adh~~~ald1	3.67665e-05
ST258	panaroodefault	raw	adh1	1.95026e-05
ST307	panaroodefault	raw	bcsG_2~~~bcsG_1~~~bcsG	9.85e-06
ST307	panaroodefault	snippy	bcsG_2~~~bcsG_1~~~bcsG	8.47322e-06
ST307	panaroo	snippy	bcsZ	5.53773e-06
ST307	roarydefault	snippy	ade	1.05179e-05
ST307	panaroo	raw	bdhA	1.07748e-05
ST258	roarydefault	raw	acpS	0
ST307	panacota	snippy	KLPN_ST307-10245	1.62226e-05
ST307	roarydefault	raw	adh1	5.35357e-06
ST307	panacota	raw	KLPN_ST307-10246	0
ST307	panaroo	snippy	bdhA	8.00599e-06
ST307	roarydefault	snippy	adeP	1.32056e-05
ST307	panaroodefault	snippy	bcsZ	5.53773e-06
ST307	panaroo	raw	bepA	1.4142e-06
ST258	panacota	snippy	KLPN_ST258-10085	1.15949e-06
ST307	panaroodefault	raw	bcsZ	5.57322e-06
ST258	panaroodefault	snippy	adh~~~ald1	4.16652e-06
ST258	panacota	raw	KLPN_ST258-10086	7.14285e-06
ST258	roarydefault	snippy	acpP	6.7295e-06
ST258	panaroo	raw	adhB	4.16976e-06
ST258	panaroo	snippy	adh~~~ald1	4.16652e-06
ST307	panacota	snippy	KLPN_ST307-10246	0
ST258	panaroodefault	raw	adh~~~ald1	3.67665e-05
ST258	roarydefault	raw	acrA	1.35521e-06
ST307	roarydefault	raw	adh_2	5.2218e-06
ST307	panacota	raw	KLPN_ST307-10247	6.2637e-05
ST307	panaroo	snippy	bepA	1.40981e-06
ST307	panaroo	raw	betI_1	2.0866e-05
ST307	panaroodefault	snippy	bdhA	8.00599e-06
ST307	roarydefault	snippy	adeQ	7.44722e-06
ST307	panaroodefault	raw	bdhA	1.07748e-05
ST307	panacota	snippy	KLPN_ST307-10247	5.79537e-05
ST307	roarydefault	raw	adhB	1.07741e-05
ST258	roarydefault	snippy	acpS	0
ST258	panacota	raw	KLPN_ST258-10087	2.09347e-05
ST258	panacota	snippy	KLPN_ST258-10086	4.73626e-06
ST258	panaroodefault	snippy	adhB	0
ST307	roarydefault	snippy	adh1	5.36469e-06
ST307	panaroodefault	snippy	bepA	1.40981e-06
ST307	panaroo	raw	betI_2	2.85415e-05
ST307	panacota	raw	KLPN_ST307-10248	2.56884e-05
ST307	panaroo	snippy	betI_1	6.58855e-06
ST258	panaroo	snippy	adhB	0
ST307	panaroodefault	raw	bepA	1.4142e-06
ST258	panaroo	raw	adhE_1~~~adhE_2	0.000155357
ST258	panaroodefault	raw	adhB	4.16976e-06
ST258	roarydefault	raw	acrB_1	0.000131695
ST307	roarydefault	raw	adh	5.25966e-05
ST307	panacota	snippy	KLPN_ST307-10248	4.48857e-06
ST307	roarydefault	snippy	adh_2	5.17113e-06
ST307	panaroo	raw	bglA_3	1.94838e-05
ST307	panaroo	snippy	betI_2	2.82229e-05
ST307	panaroodefault	snippy	betI_1	6.58855e-06
ST307	panaroodefault	raw	betI_1	2.0866e-05
ST307	panacota	raw	KLPN_ST307-10250	9.25924e-06
ST258	roarydefault	snippy	acrA	2.67365e-06
ST258	panacota	raw	KLPN_ST258-10088	9.86328e-06
ST258	panacota	snippy	KLPN_ST258-10087	2.73447e-05
ST307	roarydefault	raw	adhE_1	7.12358e-06
ST258	panaroo	raw	adhE_2	2.39138e-05
ST258	panaroodefault	snippy	adhE_1~~~adhE_2	0.000153066
ST307	panacota	snippy	KLPN_ST307-10250	9.10553e-06
ST307	roarydefault	snippy	adhB	1.07387e-05
ST307	panaroodefault	snippy	betI_2	2.82229e-05
ST307	panaroo	snippy	bglA_3	2.2351e-05
ST307	panaroo	raw	bglA_4~~~bglA_3	1.44379e-06
ST258	panaroo	snippy	adhE_1~~~adhE_2	0.000153066
ST307	panaroodefault	raw	betI_2	2.85415e-05
ST258	roarydefault	raw	acrB_3	2.92447e-05
ST307	panacota	raw	KLPN_ST307-10251	2.71106e-05
ST258	panaroodefault	raw	adhE_1~~~adhE_2	0.000155357
ST307	roarydefault	raw	adhE_4	7.44461e-06
ST307	roarydefault	snippy	adh	5.11182e-05
ST307	panaroo	snippy	bglA_4~~~bglA_3	0
ST307	panaroodefault	snippy	bglA_3	2.2351e-05
ST307	panacota	snippy	KLPN_ST307-10251	2.45425e-05
ST307	panaroo	raw	bglF_1~~~bglF~~~bglA_1~~~lacG	0.000139652
ST258	panacota	raw	KLPN_ST258-10089	1.98367e-05
ST307	panaroodefault	raw	bglA_3	1.94838e-05
ST258	panacota	snippy	KLPN_ST258-10088	1.19588e-05
ST307	panacota	raw	KLPN_ST307-10252	6.11367e-06
ST258	panaroo	raw	adhE_3~~~adhE_2	3.40242e-06
ST258	roarydefault	snippy	acrB_1	0.000128707
ST258	panaroodefault	snippy	adhE_2	9.99982e-06
ST307	roarydefault	raw	adhP	0
ST258	panaroo	snippy	adhE_2	9.99982e-06
ST258	roarydefault	raw	acrE	4.39326e-06
ST307	panaroo	snippy	bglF_1~~~bglF~~~bglA_1~~~lacG	2.85022e-06
ST307	panaroodefault	snippy	bglA_4~~~bglA_3	0
ST307	roarydefault	snippy	adhE_1	6.81183e-06
ST307	panacota	snippy	KLPN_ST307-10252	0
ST307	panaroo	raw	bglF_3~~~bglF_2~~~mdoD~~~bglF_1	7.41605e-05
ST258	panaroodefault	raw	adhE_2	2.39138e-05
ST307	panaroodefault	raw	bglA_4~~~bglA_3	1.44379e-06
ST307	panacota	raw	KLPN_ST307-10253	7.5872e-06
ST307	roarydefault	raw	adk	2.56127e-05
ST258	panaroo	raw	adhP_1~~~adhP_2	4.88454e-06
ST307	panaroo	snippy	bglF_3~~~bglF_2~~~mdoD~~~bglF_1	1.21543e-05
ST258	panacota	raw	KLPN_ST258-10090	4.69897e-06
ST258	panaroodefault	snippy	adhE_3~~~adhE_2	3.40244e-06
ST307	panaroodefault	snippy	bglF_1~~~bglF~~~bglA_1~~~lacG	2.85022e-06
ST258	panacota	snippy	KLPN_ST258-10089	1.97423e-05
ST258	roarydefault	snippy	acrB_3	2.83864e-05
ST307	panaroo	raw	bglH_2~~~bglH_3~~~bglH_4	2.59635e-05
ST307	roarydefault	snippy	adhE_4	7.30212e-06
ST307	panacota	snippy	KLPN_ST307-10253	6.15389e-06
ST307	panaroodefault	raw	bglF_1~~~bglF~~~bglA_1~~~lacG	0.000139652
ST258	panaroo	snippy	adhE_3~~~adhE_2	3.40244e-06
ST307	panacota	raw	KLPN_ST307-10254	3.11838e-06
ST307	roarydefault	raw	aes	2.14549e-06
ST307	panaroo	snippy	bglH_2~~~bglH_3~~~bglH_4	8.7592e-06
ST307	panaroo	raw	bhsA_1	0
ST258	panaroodefault	raw	adhE_3~~~adhE_2	3.40242e-06
ST307	roarydefault	snippy	adhP	0
ST258	roarydefault	raw	acrF	5.12496e-06
ST307	panaroodefault	raw	bglF_3~~~bglF_2~~~mdoD~~~bglF_1	7.41605e-05
ST307	panaroodefault	snippy	bglF_3~~~bglF_2~~~mdoD~~~bglF_1	1.21543e-05
ST307	panacota	snippy	KLPN_ST307-10254	0
ST307	panacota	raw	KLPN_ST307-10255	4.69218e-06
ST258	panaroodefault	snippy	adhP_1~~~adhP_2	3.16574e-06
ST258	roarydefault	snippy	acrE	4.20044e-06
ST258	panacota	snippy	KLPN_ST258-10090	2.34199e-06
ST307	panaroo	snippy	bhsA_1	0
ST258	panaroo	raw	aglB_1~~~aglB_2~~~aglB	9.04161e-06
ST307	panaroo	raw	bhsA_2	8.02477e-06
ST307	roarydefault	raw	agaC	0
ST258	panaroo	snippy	adhP_1~~~adhP_2	3.16574e-06
ST258	panacota	raw	KLPN_ST258-10091	1.64234e-06
ST307	panaroodefault	snippy	bglH_2~~~bglH_3~~~bglH_4	8.7592e-06
ST307	panaroodefault	raw	bglH_2~~~bglH_3~~~bglH_4	2.59635e-05
ST307	roarydefault	snippy	adk	1.91066e-05
ST307	panacota	snippy	KLPN_ST307-10255	0
ST307	panaroo	raw	bioB	3.97357e-06
ST307	panaroo	snippy	bhsA_2	7.88356e-06
ST258	panaroodefault	raw	adhP_1~~~adhP_2	4.88454e-06
ST307	roarydefault	raw	aglB	0
ST307	panacota	raw	KLPN_ST307-10256	2.09916e-05
ST258	roarydefault	raw	acrR_1	0
ST307	panaroodefault	raw	bhsA_1	0
ST258	roarydefault	snippy	acrF	5.12498e-06
ST307	panaroodefault	snippy	bhsA_1	0
ST258	panaroodefault	snippy	aglB_1~~~aglB_2~~~aglB	6.01888e-06
ST258	panacota	snippy	KLPN_ST258-10091	1.63709e-06
ST307	panaroo	raw	bla_5	0.00020985
ST258	panaroo	raw	aglB_2~~~aglB_3	6.01089e-06
ST307	panacota	snippy	KLPN_ST307-10256	2.06117e-05
ST307	roarydefault	snippy	aes	2.10103e-06
ST307	roarydefault	raw	agp_1	1.66069e-06
ST307	panaroo	snippy	bioB	0
ST307	panacota	raw	KLPN_ST307-10257	0
ST258	panaroo	snippy	aglB_1~~~aglB_2~~~aglB	6.01888e-06
ST258	panacota	raw	KLPN_ST258-10092	0
ST307	panaroodefault	snippy	bhsA_2	7.88356e-06
ST307	panaroodefault	raw	bhsA_2	8.02477e-06
ST258	panaroodefault	raw	aglB_1~~~aglB_2~~~aglB	9.04161e-06
ST307	panaroo	raw	bluF_2~~~bluF_1	0.000205246
ST307	panacota	snippy	KLPN_ST307-10257	0
ST307	roarydefault	raw	agp_2	9.8043e-06
ST258	roarydefault	raw	acrR_2	4.85199e-05
ST307	roarydefault	snippy	agaC	0
ST307	panacota	raw	KLPN_ST307-10265	2.90271e-06
ST307	panaroo	snippy	bla_5	9.18044e-06
ST258	panaroodefault	snippy	aglB_2~~~aglB_3	3.59253e-06
ST258	roarydefault	snippy	acrR_1	0
ST258	panaroo	raw	agp_3~~~agp_2	1.78953e-05
ST258	panacota	snippy	KLPN_ST258-10092	0
ST307	panaroodefault	raw	bioB	3.97357e-06
ST307	panaroodefault	snippy	bioB	0
ST307	panaroo	raw	bluF_2	9.60488e-05
ST258	panaroo	snippy	aglB_2~~~aglB_3	3.59253e-06
ST307	roarydefault	raw	ahcY	5.60145e-06
ST307	panacota	snippy	KLPN_ST307-10265	2.85769e-06
ST258	panacota	raw	KLPN_ST258-10093	1.16303e-05
ST307	panacota	raw	KLPN_ST307-10266	1.57205e-06
ST307	roarydefault	snippy	aglB	0
ST307	panaroo	snippy	bluF_2~~~bluF_1	0.000205246
ST258	panaroodefault	raw	aglB_2~~~aglB_3	6.01089e-06
ST258	roarydefault	raw	acrZ	0
ST307	panaroodefault	snippy	bla_5	9.18044e-06
ST307	panaroo	raw	bsmA	0
ST307	panaroodefault	raw	bla_5	0.000210277
ST307	panacota	snippy	KLPN_ST307-10266	1.55578e-06
ST258	panaroodefault	snippy	agp_3~~~agp_2	1.91446e-05
ST258	panaroo	raw	ahpC_1~~~ahpC_2	0.00010196
ST307	roarydefault	raw	ahpC_1	5.768e-05
ST258	roarydefault	snippy	acrR_2	4.83633e-05
ST307	roarydefault	snippy	agp_1	1.64008e-06
ST258	panacota	snippy	KLPN_ST258-10093	0
ST307	panacota	raw	KLPN_ST307-10267	1.52995e-05
ST307	panaroo	snippy	bluF_2	9.62868e-05
ST258	panaroo	snippy	agp_3~~~agp_2	1.91446e-05
ST307	panaroo	raw	btuD_3	9.18067e-06
ST307	panaroodefault	snippy	bluF_2~~~bluF_1	0.000205246
ST307	panacota	snippy	KLPN_ST307-10267	1.51992e-05
ST258	panacota	raw	KLPN_ST258-10094	0.000137543
ST307	panaroodefault	raw	bluF_2~~~bluF_1	0.000205246
ST307	roarydefault	raw	ahpC_2	4.35928e-05
ST307	roarydefault	snippy	agp_2	3.24614e-06
ST258	roarydefault	raw	acsAB	1.21532e-05
ST258	panaroodefault	raw	agp_3~~~agp_2	1.78953e-05
ST307	panacota	raw	KLPN_ST307-10268	1.18988e-05
ST307	panaroo	snippy	bsmA	0
ST258	panaroo	raw	ahpC_2	1.28952e-05
ST307	panaroodefault	snippy	bluF_2	9.62868e-05
ST307	panaroo	raw	btuD_4	1.44595e-05
ST307	roarydefault	raw	ahpF	3.96763e-06
ST258	roarydefault	snippy	acrZ	0
ST307	panacota	snippy	KLPN_ST307-10268	1.18208e-05
ST307	roarydefault	snippy	ahcY	5.55125e-06
ST258	panacota	snippy	KLPN_ST258-10094	8.54431e-06
ST307	panaroodefault	raw	bluF_2	9.60488e-05
ST258	panaroodefault	snippy	ahpC_1~~~ahpC_2	5.65339e-06
ST258	panaroo	snippy	ahpC_1~~~ahpC_2	5.65339e-06
ST307	panacota	raw	KLPN_ST307-10269	1.59752e-06
ST258	panacota	raw	KLPN_ST258-10097	0
ST307	panaroo	snippy	btuD_3	0
ST307	roarydefault	raw	ahr	2.04675e-06
ST307	panaroo	raw	btuD_6	1.00336e-05
ST307	panaroodefault	snippy	bsmA	0
ST307	panaroodefault	raw	bsmA	0
ST307	panacota	snippy	KLPN_ST307-10269	1.5876e-06
ST307	roarydefault	snippy	ahpC_1	5.73419e-05
ST258	roarydefault	raw	actP_1	1.25013e-05
ST258	panaroodefault	raw	ahpC_1~~~ahpC_2	0.00010196
ST258	panaroo	raw	ahpF_1~~~ahpF_2	1.01788e-05
ST307	panacota	raw	KLPN_ST307-10270	4.16765e-05
ST258	roarydefault	snippy	acsAB	7.54187e-06
ST307	panaroo	raw	btuD	4.11914e-06
ST307	panaroo	snippy	btuD_4	2.17772e-05
ST258	panacota	snippy	KLPN_ST258-10097	0
ST258	panaroodefault	snippy	ahpC_2	1.32013e-05
ST307	panaroodefault	snippy	btuD_3	0
ST307	roarydefault	raw	aidB	5.04538e-06
ST307	panaroodefault	raw	btuD_3	9.18067e-06
ST258	panaroo	snippy	ahpC_2	1.32013e-05
ST307	roarydefault	snippy	ahpC_2	4.31389e-05
ST307	panacota	snippy	KLPN_ST307-10270	3.62143e-05
ST258	panacota	raw	KLPN_ST258-10098	7.11537e-06
ST258	roarydefault	raw	acuR	6.80851e-06
ST307	panacota	raw	KLPN_ST307-10271	0
ST258	panaroo	raw	ahr	6.26198e-06
ST307	panaroo	snippy	btuD_6	1.04209e-05
ST258	panaroodefault	raw	ahpC_2	1.28952e-05
ST307	roarydefault	raw	ais	2.05031e-05
ST307	panaroodefault	raw	btuD_4	1.44595e-05
ST307	panaroo	raw	budB_1~~~budB_2	0.000203041
ST307	panaroodefault	snippy	btuD_4	2.17772e-05
ST258	roarydefault	snippy	actP_1	6.77759e-06
ST307	roarydefault	snippy	ahpF	3.90058e-06
ST258	panaroodefault	snippy	ahpF_1~~~ahpF_2	3.05698e-06
ST258	panacota	snippy	KLPN_ST258-10098	1.77352e-06
ST307	panacota	snippy	KLPN_ST307-10271	0
ST258	panaroo	snippy	ahpF_1~~~ahpF_2	3.05698e-06
ST307	panaroo	snippy	btuD	4.0862e-06
ST307	panacota	raw	KLPN_ST307-10272	0
ST307	panaroodefault	raw	btuD_6	1.00336e-05
ST307	panaroo	raw	budC	1.61789e-05
ST307	roarydefault	raw	alaA	5.44504e-05
ST307	panaroodefault	snippy	btuD_6	1.04209e-05
ST258	roarydefault	raw	ada_1	2.55627e-05
ST258	panacota	raw	KLPN_ST258-10099	6.3331e-06
ST258	panaroo	raw	alaC	6.57279e-06
ST307	roarydefault	snippy	ahr	0
ST307	panacota	snippy	KLPN_ST307-10272	0
ST258	roarydefault	snippy	acuR	2.26225e-06
ST258	panaroodefault	raw	ahpF_1~~~ahpF_2	1.01788e-05
ST307	panaroo	raw	cadC	1.42921e-05
ST307	panaroodefault	raw	btuD	4.11914e-06
ST307	panaroo	snippy	budB_1~~~budB_2	0.000201032
ST307	panacota	raw	KLPN_ST307-10273	0
ST307	panaroodefault	snippy	btuD	4.0862e-06
ST307	roarydefault	raw	alaC	5.11737e-06
ST258	panaroodefault	snippy	ahr	4.65083e-06
ST258	panaroo	snippy	ahr	4.65083e-06
ST258	panacota	snippy	KLPN_ST258-10099	2.52556e-06
ST307	roarydefault	snippy	aidB	5.01404e-06
ST258	panaroo	raw	alaE	1.42278e-05
ST258	roarydefault	raw	ada_2	7.541e-06
ST258	panacota	raw	KLPN_ST258-100	6.98689e-06
ST307	panaroodefault	raw	budB_1~~~budB_2	0.000203041
ST307	panacota	snippy	KLPN_ST307-10273	0
ST307	panaroo	raw	caiT	2.178e-05
ST307	panaroo	snippy	budC	0
ST307	roarydefault	raw	alaE	4.6248e-06
ST307	panaroodefault	snippy	budB_1~~~budB_2	0.000201032
ST258	panaroodefault	raw	ahr	6.26198e-06
ST258	roarydefault	snippy	ada_1	2.38446e-05
ST307	panacota	raw	KLPN_ST307-10274	2.13004e-06
ST307	roarydefault	snippy	ais	1.78101e-05
ST258	panaroodefault	snippy	alaC	5.24962e-06
ST307	panaroodefault	raw	budC	1.61789e-05
ST307	panacota	snippy	KLPN_ST307-10274	2.12343e-06
ST307	roarydefault	raw	alaS	2.36427e-06
ST307	panaroo	raw	carA_1	9.09098e-06
ST307	panaroo	snippy	cadC	5.15991e-06
ST258	panaroo	snippy	alaC	5.24962e-06
ST307	panaroodefault	snippy	budC	0
ST258	roarydefault	raw	add	1.75202e-05
ST258	panacota	snippy	KLPN_ST258-100	6.95716e-06
ST307	panacota	raw	KLPN_ST307-10275	0
ST258	panaroo	raw	alaS_1~~~alaS_2	6.06944e-06
ST258	panacota	raw	KLPN_ST258-10100	1.64878e-05
ST307	panaroodefault	raw	cadC	1.42921e-05
ST307	roarydefault	snippy	alaA	5.1917e-05
ST258	panaroodefault	raw	alaC	6.57279e-06
ST307	roarydefault	raw	aldA	4.66636e-05
ST307	panaroo	raw	catB_1~~~catB_2	2.95096e-05
ST258	roarydefault	snippy	ada_2	6.01089e-06
ST307	panaroo	snippy	caiT	2.65562e-05
ST307	panaroodefault	snippy	cadC	5.15991e-06
ST307	panacota	snippy	KLPN_ST307-10275	0
ST258	panaroodefault	snippy	alaE	1.41937e-05
ST307	panacota	raw	KLPN_ST307-10276	0
ST258	panaroo	snippy	alaE	1.41937e-05
ST307	panaroodefault	raw	caiT	2.178e-05
ST307	roarydefault	snippy	alaC	3.36925e-06
ST258	roarydefault	raw	ade2	0.00015583
ST258	panacota	snippy	KLPN_ST258-10100	1.43763e-05
ST307	roarydefault	raw	alkA	9.77474e-06
ST307	panaroo	snippy	carA_1	3.72952e-06
ST307	panaroo	raw	catD~~~rutD_2	2.98517e-05
ST307	panaroodefault	snippy	caiT	2.65562e-05
ST258	panaroo	raw	aldA_2~~~aldA~~~aldA_1	3.55993e-05
ST307	panacota	snippy	KLPN_ST307-10276	0
ST258	panaroodefault	raw	alaE	1.42278e-05
ST258	panacota	raw	KLPN_ST258-10101	1.54589e-06
ST307	panacota	raw	KLPN_ST307-10277	8.41909e-06
ST258	roarydefault	snippy	add	1.5889e-05
ST307	panaroodefault	raw	carA_1	9.09098e-06
ST307	roarydefault	raw	alkB	3.47736e-05
ST258	panaroodefault	snippy	alaS_1~~~alaS_2	6.06254e-06
ST307	panaroo	raw	cbiA_2~~~cbiA_1	1.05311e-05
ST307	panaroo	snippy	catB_1~~~catB_2	8.92739e-06
ST307	roarydefault	snippy	alaE	4.57678e-06
ST307	panaroodefault	snippy	carA_1	3.72952e-06
ST258	panaroo	snippy	alaS_1~~~alaS_2	6.06254e-06
ST307	panacota	snippy	KLPN_ST307-10277	8.34651e-06
ST307	panacota	raw	KLPN_ST307-10278	2.92405e-06
ST258	panacota	snippy	KLPN_ST258-10101	0
ST258	roarydefault	raw	ade	2.04016e-06
ST307	panaroodefault	raw	catB_1~~~catB_2	2.95096e-05
ST307	panaroo	raw	cbiE	0
ST258	panaroo	raw	allS_1	0
ST307	roarydefault	raw	allS	1.20082e-05
ST258	panacota	raw	KLPN_ST258-10102	0
ST307	roarydefault	snippy	alaS	2.34308e-06
ST258	panaroodefault	raw	alaS_1~~~alaS_2	6.06944e-06
ST307	panaroo	snippy	catD~~~rutD_2	7.93428e-06
ST307	panaroodefault	snippy	catB_1~~~catB_2	8.92739e-06
ST258	roarydefault	snippy	ade2	0.000153926
ST307	panacota	snippy	KLPN_ST307-10278	2.89687e-06
ST307	panacota	raw	KLPN_ST307-10279	0.000201263
ST258	panaroodefault	snippy	aldA_2~~~aldA~~~aldA_1	8.81266e-06
ST307	panaroodefault	raw	catD~~~rutD_2	2.98517e-05
ST307	panaroo	raw	cbiG	0.000220494
ST258	panaroo	snippy	aldA_2~~~aldA~~~aldA_1	8.81266e-06
ST307	panaroodefault	snippy	catD~~~rutD_2	7.93428e-06
ST307	roarydefault	raw	alr	0.000330847
ST307	roarydefault	snippy	aldA	2.78922e-06
ST307	panaroo	snippy	cbiA_2~~~cbiA_1	5.97374e-06
ST258	roarydefault	raw	adeP	1.1939e-06
ST258	panacota	snippy	KLPN_ST258-10102	0
ST258	panaroo	raw	alr	1.47284e-05
ST258	panacota	raw	KLPN_ST258-10103	6.43737e-06
ST307	panacota	snippy	KLPN_ST307-10279	4.82695e-05
ST307	panacota	raw	KLPN_ST307-10280	1.23004e-05
ST258	panaroodefault	raw	aldA_2~~~aldA~~~aldA_1	3.55993e-05
ST307	panaroo	raw	cbiH	0
